810011,10 Science Centre Road,D22,10 Science Centre Road,609079,Land with Building/En-bloc,N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/22261/10-science-centre-road,"10 Science Centre Road10 Science Centre Road is a commercial property located in 10 Science Centre Road in District 22. This commercial space is primarily used for Land with Building / En-bloc rental and sale. This Land with Building / En-bloc space is near to Jurong MRT station, which is about 10 minutes by foot. It is located within the industrial area of Jurong & Boon Lay. It is also in proximity to Singapore Science Centre and Jurong East Library. Nearby schools include, Fuhua Primary School, Shuqun Secondary School and Yuhua Primary School.10 Science Centre Road – AccessibilityAs it is an industrial area, accessibility is not as convenient. However, it can be reached via Jurong East MRT which is roughly 10 minutes walk away and numerous buses that ply the area on a daily basis. Alternatively, getting there by taxi is equally convenient.10 Science Centre Road – Amenities Transportation Jurong East MRT Station (620m)Chinese Garden MRT station (1.4km)Schools and Education near 10 Science Centre RoadYuhua Primary SchoolFuhua Primary SchoolShuqun Secondary SchoolCognitive Development Learning CentreXue Ni Language CentreA2G Music CentreChinese Bridge Language School – Jurong EastNanyang Language and Business SchoolOmega Commmercial SchoolInformatics AcademyMindChamps Preschool@JTC SummitHappy Fish Swim SchoolAdventist SchoolhouseI Campus Education HubChangchun Language School – Jurong East BranchChinese & Arts Eduational CentreE & P training CentreSpring College InternationalKumon Asia and Oceania Jurong GatewayHospitals and Clinics near 10 Science Centre RoadNg Teng Fong General HospitalJurong Community HospitalJurong Medical CentreInternational Medical Centre -JelitaGood Health Homeopathy CentreCanterbury Family Clinic & SurgeryToyu Medical CentreOriental Medical ClinicRecreation near 10 Science Centre RoadSingapore Science CentreChinese GardenThe ChevronsPenjuru Recreation CentreTerusan Recreation CentreSCAL Recreation CentreSAFRA JurongSnow City SingaporeThe Yard -JurongJurong Bird ParkActivities AreaEco Garden Science CentreJTC Garden of FameLotus PondEateries near 10 Science Centre RoadSiam Square MookataThe White Kitchen by Tokyo LatteSaizeriyaManhattan Fish Market JCubeAstons SpecialtiesBeng Hiang RestaurantDing Ji Fishball Noodles925 Yishun Hainanese Chicken Rice -Jurong EastLijiang RestaurantPho StreetPocoLocoBrotzeit WestgateMcDonald’sPappaRichIchiban BoshiEN SakabaDin Tai FungCinemas near 10 Science Centre RoadShaw Theatres JCUbeOmni TheatresAfadCathay Cineplex JemShopping malls/Shops near 10 Science Centre RoadJCubeXimivogueJEMWestgateBig Box SingaporeIMMTaban PlaceMusholla at Big BoxTaman Jurong Shopping CentreMCP FairmartFairPrice Jurong GatewayFairPrice Jurong EastStore of the FutureFairPrice Xtra JEMSheng Siong10 Science Centre Road – Project Information10 Science Centre Road is a commercial property located in 10 Science Centre Road in District 22. This commercial space is primarily used for Land with Building / En-bloc rental and sale.Project Name: 10 Science Centre RoadDistrict : 22Type: Land with Building /Commercial10 Science Centre Road – Nearby ProjectsCaspianIvory HeightsJ GatewayLake GrandeLake Life Ec"
810012,10 Toh Guan Road,D22,10 Toh Guan Road,608838,Other Retail,N/A,Freehold,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19818/10-toh-guan-road,
810013,10 Upper Aljunied Link,D13,10 Upper Aljunied Link,367904,Light Industrial (B1),N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/20493/10-upper-aljunied-link,"10 Upper Aljunied Link is a commercial property located at 10, Upper Aljunied Link, 367904 in District 13. 10 Upper Aljunied Link is primarily used for Light Industrial (B1) rent and sale. It is close to Tai Seng MRT Station (CC11), Bartley MRT Station (CC12) and MacPherson MRT Station (CC10). It is near to several bus stops after Jalan Belangkas – 70139, after Jalan Muhibbah – 70121 and opposite Jalan Muhibbah – 70129. Amenities near 10 Upper Aljunied Link 10 Upper Aljunied Link is near to several eateries located at nearby buildings such as Knockbox at KA Centre and A1 House of Claypot. It is within reasonable distance to Prime Supermarket. It is also close to NEX Mall for an array of amenities such as grocery and retail shopping, banks and more. 10 Upper Aljunied Link is accessible via Upper Aljunied Road, MacPherson Road and Upper Paya Lebar Road."
810014,10 Winstedt,D09,10 Winstedt Rd,227977,Office,Singapore Land Authority,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/23264/10-winstedt,"10 Winstedt is a commercial property located at 10 Windstedt Road, 227977 in District 09. 10 Windstedt is close to Newton MRT (DT 11).Amenities near 10 Winstedt10 Winstedt is within reasonable distance to KK Women's and Children's Hospital and the Orchard Road commercial areas.
10 Winstedt is accessible at Winstedt Road via Clemenceau Ave N and Bukit Timah Road."
810015,100 AM,D02,100 Tras Street,079027,Office,N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19101/100-am,"100 AM is a commercial property located at 100 Tras Street, Singapore 079027 in District 02. This commercial space is primarily used for Office rental and sale. 100 AM is close to Tanjong Pagar MRT Station and Outram Park MRT Station. Future MRT stations include Telok Ayer MRT Station, due completion in 2013. It is near several bus stops located Bus Stop The Amara - 05419, Bus Stop Hub Synergy Pt - 03222 and Bus Stop Tanjong Pagar Plaza - 05411.

You can also see from the map above how to get there via other means of transport.

Amenities near 100 AM

100 AM is near to Shop N Save Amara and Cold Storage Vivocity. It is close to Teo Hong Road and Icon for an array of amenities such as grocery and retail shopping, banks and more.

100 AM is also close to several eateries such as, 5 Tanjong Pagar Plaza, 73 Tras Street and 33 Tras Street."
810016,100 Pasir Panjang,D05,100 Pasir Panjang Road,118518,Light Industrial (B1),CEL Development Pte Ltd,Freehold,N/A,N/A,65,https://www.commercialguru.com.sg/project/21401/100-pasir-panjang,"100 Pasir Panjang is a Freehold commercial property located at 100, Pasir Panjang Road, 118518 in District 05. 100 Pasir Panjang is primarily used for Light Industrial (B1) rental and sale. 100 Pasir Panjang is close to Pasir Panjang MRT Station and Labrador Park MRT Station. It is near to several bus stops located at Pasir Panjang Road, Harbourside Industrial Building 2 - 15169, Pasir Panjang Road, Pasir Panjang Centre - 15161, Pasir Panjang Road, Opp Currency House - 15199 and Pasir Panjang Road, Opp Alexandra Distripark BLK 3 - 15151.

Amenities near 100 Pasir Panjang

100 Pasir Panjang is near to several eateries located at nearby buildings such as Pasir Panjang Food Centre and Telok Blangah Food Centre.

100 Pasir Panjang us within reasonable distance to Cold Storage Supermarket. It is also close to Queensway Shopping Centre for an array of amenities such as grocery and retail shopping, banks and more.

100 Pasir Panjang is accessible via West Coast Highway, Boon Leat Terrace and Pasir Panjang Road."
810017,1001 Jalan Bukit Merah,D03,1001 Jalan Bukit Merah,159455,Light Industrial (B1),N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/23025/1001-jalan-bukit-merah,
810018,1001A Jalan Bukit Merah,D03,1001A Jalan Bukit Merah,159469,Light Industrial (B1),N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/23026/1001a-jalan-bukit-merah,
810019,1002 Jalan Bukit Merah,D03,1002 Jalan Bukit Merah,159456,Light Industrial (B1),N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/23027/1002-jalan-bukit-merah,
810020,1003 Bukit Merah Central,D03,1003 Bukit Merah Central,159836,Light Industrial (B1),N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/23028/1003-bukit-merah-central,
810021,1004 Toa Payoh North,D12,1004 Toa Payoh North,318995,Light Industrial (B1),N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/23039/1004-toa-payoh-north,
810022,1008 Toa Payoh North,D12,1008 Toa Payoh North,318996,Light Industrial (B1),N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/23040/1008-toa-payoh-north,
810023,1008A Toa Payoh North,D12,1008A Toa Payoh North,318998,Light Industrial (B1),N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/23041/1008a-toa-payoh-north,
810024,1016 Yishun Industrial Park A,D27,1016 Yishun Industrial Park A,768758,Factory/Workshop (B2) ,N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19059/1016-yishun-industrial-park-a,"1016 Yishun Industrial Park A is a commercial property located at 1016, Yishun Industrial Park A, 768758 in District 27. 1016 Yishun Industrial Park A is primarily used for Factory/Workshop (B2) rental and sale. 1016 Yishun Industrial Park A is close to Yishun MRT Station (NS13). It is near to several bus stops located OPP Yishun Sapphire - 59529, Yishun Sapphire - 59521 and after LP 47 - 59229.
 
Amenities near 1016 Yishun Industrial Park A
 
1016 Yishun Industrial Park A is near to several eateries located at nearby buildings such as Starbucks Coffee at Sembawang Shopping Centre and KFC Fast Food at 292, Yishun Street 22.

1016 Yishun Industrial Park A is within reasonable distance to NTUC Fairprice Supermarket. It is also close to Sembawang Shopping Centre for an array of amenities such as grocery and retail shopping, banks and more. 
 
1016 Yishun Industrial Park A is accessible via Yishun Avenue 2, and Yishun Avenue 7."
810025,1024 Yishun Industrial Park A,D27,1024 Yishun Industrial Park A,768763,Factory/Workshop (B2) ,N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/22006/1024-yishun-industrial-park-a,
810026,1080 Lower Delta Road,D03,1080 Lower Delta Road,169311,Light Industrial (B1),N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/23030/1080-lower-delta-road,
810027,1090 Lower Delta Raod,D03,1090 Lower Delta Road,169201,Light Industrial (B1),N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/23029/1090-lower-delta-raod,
810028,1091 Lower Delta Road,D03,1091 Lower Delta Road,169202,Light Industrial (B1),N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/23031/1091-lower-delta-road,
810029,1092 Lower Delta Road,D03,1092 Lower Delta Road,169203,Light Industrial (B1),N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/23033/1092-lower-delta-road,
810030,1093 Lower Delta Road,D03,1093 Lower Delta Road,169204,Light Industrial (B1),N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/23034/1093-lower-delta-road,
810031,11 Changi North Street 1,D17,11 Changi North Street 1,498823,Factory/Workshop (B2) ,N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/22997/11-changi-north-street-1,
810032,11 Kallang Place,D12,11 Kallang Place,339155,Light Industrial (B1),N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/23008/11-kallang-place,
810033,110 Robinson Road,D01,110 Robinson Road,068901,Office,N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19060/110-robinson-road,"110 Robinson Road is a commercial property located at 110 Robinson Road,Singapore 068901 in District 01. This commercial space is primarily used for Office rental and sale. 110 Robinson Road is close to Tanjong Pagar MRT Station. Future MRT stations include Telok Ayer MRT Station, Downtown MRT Station, due completion in 2013. It is near several bus stops located Bus Stop Opp Gb Bldg - 03151, Bus Stop Opp Sia Bldg - 03111 and Bus Stop Opp The Ogilvy Centre - 03071.

You can also see from the map above how to get there via other means of transport.

Amenities near 110 Robinson Road

110 Robinson Road is near to Coleurs Pte Ltd and Cold Storage China Square. It is close to China Square Central and Icon for an array of amenities such as grocery and retail shopping, banks and more.

110 Robinson Road is also close to several eateries such as, Amoy Street Food Centre, Lau Pa Sat and Maxwell Road Food Centre."
810034,112 Robinson,D01,112 Robinson Road,068902,Office,N/A,N/A,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19061/112-robinson,"112 Robinson Road is a commercial property located at 112 Robinson Road,Singapore 068902 in District 01. This commercial space is primarily used for Office rental and sale. 112 Robinson Road is close to Tanjong Pagar MRT Station. Future MRT stations include Telok Ayer MRT Station, Downtown MRT Station, due completion in 2013. It is near several bus stops located Bus Stop Opp Gb Bldg - 03151, Bus Stop Opp Sia Bldg - 03111 and Bus Stop Opp The Ogilvy Centre - 03071.

You can also see from the map above how to get there via other means of transport.

Amenities near 112 Robinson Road

112 Robinson Road is near to Coleurs Pte Ltd and Cold Storage China Square. It is close to China Square Central and Icon for an array of amenities such as grocery and retail shopping, banks and more.

112 Robinson Road is also close to several eateries such as, Amoy Street Food Centre, Lau Pa Sat and Maxwell Road Food Centre."
810035,12 Changi North Way,D17,12 CHANGI NORTH WAY,498791,Factory/Workshop (B2) ,Boustead Projects Limited ,Unknown Tenure,2005,4,4,https://www.commercialguru.com.sg/project/23504/12-changi-north-way,"12 Changi North Way12 Changi North Way is a commercial property situated at 12 Changi North Way in District 17. This space is to be used as Factory/Workshop. The property is built by Boustead Projects Limited, a subsidiary of Boustead Holdings Ltd, the Singapore arm of Malaysian listed conglomerate Boustead Holdings Berhad. It was built in 2005 and comprises 4 units spread across 4 storeys. Ample car park spaces are available here. Upper Changi MRT station is approximately 1.6km away. There are also some schools nearby namely Singapore Japanese School and East Spring Primary and Secondary Schools. Food can be found along Upper Changi Road and Changi North Crescent as well as the popular Changi Village, while other amenities can be found at surrounding neighbourhoods. It is also near to Changi Airport, Changi Golf Club and Singapore Expo.12 Changi North Way – Unique Selling Points12 Changi North Way is a commercial property hidden within the industrial areas of Changi. The place is ideal as factory or workshops as it has ample parking spaces and is spacious. It can be shared by different companies as it has 4 units.12 Changi North Way – AccessibilityAs it is located within an industrial area, access is not so convenient. However, there are limited public buses that serve the area. The area is also served by several MRTs and the nearest station, Upper Changi Station is about 1.5 km away from 12 Changi North Way. As such the easiest way to get to this place is by driving or taxi.12 Changi North Way – Amenities Public Transportation near 12 Changi North WayUpper Changi MRT Station (1.6km)Tampines East MRT Station (1.8km)Changi Airport MRT Station (1.9km)Schools nearby 12 Changi North WayThe Japanese School Singapore Changi CampusEast Spring Primary SchoolEast Spring Secondary SchoolHospitals near 12 Changi North WayChangi General HospitalSingapore General HospitalSt Andrew’s Community HospitalClinics near 12 Changi North WayRaffles Medical T4Raffles Medical Changi Business ParkRaffles Medical Changi City PointYong Kang TCM ClinicYoong Family Clinic & SurgeryRecreation near 12 Changi North WaySAFRA TampinesChangi Resort BowlKaki Bukit Recreation CentreChangi Circle ParkChangi Golf ClubEateries near 12 Changi North WayThree Chef’s Seafood RestaurantDing Heng KitchenWhite Water CafeD’Cuisines555 Villa Thai12 Changi North Way – Project Information12 Changi North Way is a commercial property situated at 12 Changi North Way in District 17. This building is ideal as workshop/factories or warehouse. It is built by Boustead Projects Limited, a subsidiary of Boustead Holdings Ltd, the Singapore arm of Malaysian listed conglomerate Boustead Holdings Berhad. It was built in 2005 and comprises 4 units spread across 4 storeys. Ample car park spaces are available here.Project Name: 12 Changi North WayDistrict: 17Developer: Boustead Projects LimitedTenure: UnknownConfiguration: 4 units spread out in 4 storeys12 Changi North Way – Related ProjectsAlice@Mediapolis12 Changi North Way – Related ProjectsAston ResidenceAvila GardensAvila TerraceAzalea Park CondoBallota Park Condo"
810036,12 Hamilton Road,D08,12 Hamilton Road,209183,Shop/Shophouse,N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/22020/12-hamilton-road,"12 Hamilton Road is a commercial property located in 12 Hamilton Road in district D08. This commercial space is primarily used for Shop / Shophouse rental and sale. This Shop / Shophouse space is 0.3 km away from DT23 Bendemeer MRT (U/C 2017). You can also see from the map above how to get there via other means of transport.

The tenure of this commercial property is Not Applicable.

Other information on this commercial property is available in the detailed description above or you can contact the property agent to ask for more details on this commercial property."
810037,12 Tai Seng Link,D19,12 Tai Seng Link,534233,Factory/Workshop (B2) ,OKH Global Ltd,30-year Leasehold,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/23003/12-tai-seng-link,
810038,120 Robinson Road,D01,120 Robinson Road,068913,Office,N/A,99-year Leasehold,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19954/120-robinson-road,"Parakou Building is a commercial property located at 120 Robinson Road, Singapore 068913 in District 01. This commercial space is primarily used for Office rental and sale. Parakou Building is close to Tanjong Pagar MRT Station. Future MRT stations include Telok Ayer MRT Station, Downtown MRT Station, due completion in 2013. It is near several bus stops located Bus Stop Opp Gb Bldg - 03151, Bus Stop Opp Sia Bldg - 03111 and Bus Stop Opp The Ogilvy Centre - 03071.

You can also see from the map above how to get there via other means of transport.

Amenities near Parakou Building

Parakou Building is near to Coleurs Pte Ltd and Cold Storage China Square. It is close to China Square Central and Icon for an array of amenities such as grocery and retail shopping, banks and more.

Parakou Building is also close to several eateries such as, Amoy Street Food Centre, Lau Pa Sat and Maxwell Road Food Centre."
810039,128 Ang Mo Kio Avenue 3,D20,128 Ang Mo Kio Avenue 3,560128,Shop/Shophouse,N/A,Unknown Tenure,1978,11,N/A,https://www.commercialguru.com.sg/project/22509/128-ang-mo-kio-avenue-3,
810040,128 Pasir Panjang Road,D05,128 Pasir Panjang Road,118547,Shop/Shophouse,N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/22432/128-pasir-panjang-road,
810041,135 Cecil Street,D01,135 Cecil Street,069536,Office,N/A,Freehold,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19760/135-cecil-street,"135 Cecil Street is a commercial property located at 135 Cecil Street, Singapore 069536 in District 01. This commercial space is primarily used for Office rental and sale. 135 Cecil Street close to future MRT stations include, Telok Ayer MRT Station, Downtown MRT Station. It is near several bus stops located Bus Stop Opp Gb Bldg - 03151, Bus Stop Opp Pwc Bldg - 03041 and Bus Stop Opp The Ogilvy Centre - 03071. 

You can also see from the map above how to get there via other means of transport.

Amenities near 135 Cecil Street

135 Cecil Street is near to Coleurs Pte Ltd and Cold Storage China Square. It is close to China Square Central and Golden Shoe Car Park for an array of amenities such as grocery and retail shopping, banks and more.

135 Cecil Street is also close to several eateries such as, Amoy Street Food Centre, Lau Pa Sat and Maxwell Road Food Centre."
810042,137 Market Street,D01,137 Market Street,048943,Office,N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/19153/137-market-street,"137 Market Street is a commercial property located at 137 Market Street, Singapore 048943 in District 01. This commercial space is primarily used for Office rental and sale. 137 Market Street is close to Raffles Place MRT Station. Future MRT stations include Telok Ayer MRT Station, Downtown MRT Station, due completion in 2013. It is near several bus stops located Bus Stop Prudential Tower - 03021, Bus Stop Opp Aia Tower - 03031 and Bus Stop Opp Pwc Bldg - 03041.

You can also see from the map above how to get there via other means of transport.

Amenities near 137 Market Street

137 Market Street is near to Coleurs Pte Ltd and Cold Storage China Square. It is close to Golden Shoe Car Park and The Arcade for an array of amenities such as grocery and retail shopping, banks and more.

137 Market Street is also close to several eateries such as, Market Street Food Centre, Lau Pa Sat and 7 Raffles Place."
810043,137 Telok Ayer Street,D01,137 Telok Ayer Street,068602,Office,N/A,Unknown Tenure,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/23146/137-telok-ayer-street,
810044,14 Flanders Square,D08,12 Flanders Square,209301,Shop/Shophouse,N/A,Freehold,N/A,N/A,N/A,https://www.commercialguru.com.sg/project/21249/14-flanders-square,"14 Flanders Square is a freehold commercial property located at 12, Flanders Square, 209301 in District 08. 14 Flanders Square is primarily used for Retail (Shop/Shophouse) rental and sale. 14 Flanders Square is close to Farrer Park MRT Station. It is near to several bus stops located at Sri Srinivasa Perumal Temple – 07211 and After Allenby Road, Jalan Besar – 07319.

Amenities near 14 Flanders Square 
 
14 Flanders Square is near to several eateries located at nearby buildings such as The Coffee Bean & Tea Leaf at City Square Mall and Aroy Dee Thai Food at Trads Building.

14 Flanders Square is within reasonable distance to NTUC Fairprice Supermarket. It is also close to City Square Mall for an array of amenities such as grocery and retail shopping, banks and more. 
 
14 Flanders Square is accessible via Jalan Besar Road, Petain Road and Central Expressway."
